timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-13_23-41-56,synth,use-a-generator,fae4b02f,original,30,542.34,10.0,15.9
2025-08-13_23-50-44,synth,use-a-generator,fae4b02f,refactored,30,527.59,0.0,15.9
