timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-13_23-23-45,synth,use-a-generator,470013c7,original,30,547.30,0.0,15.9
2025-08-13_23-32-54,synth,use-a-generator,470013c7,refactored,30,548.90,0.0,15.9
