Smell Type,Total Count,Thresholds
TOTAL,378,N/A
no-self-use,234,N/A
too-many-arguments,104,"11/6:3, 7/6:59, 8/6:23, 12/6:2, 9/6:8, 10/6:6, 19/6:1, 14/6:1, 13/6:1"
long-element-chain,20,"4/3:3, 3/3:17"
long-lambda-expr,14,N/A
long-message-chain,3,3/3:3
string-concat-loop,3,N/A
use-a-generator,0,N/A
