Smell Type,Total Count,Thresholds
TOTAL,132,N/A
too-many-arguments,71,"12/6:12, 10/6:5, 7/6:10, 15/6:18, 11/6:4, 14/6:1, 8/6:7, 9/6:4, 16/6:1, 13/6:2, 17/6:7"
no-self-use,44,N/A
cached-repeated-calls,9,"3/2:8, 6/2:1"
long-message-chain,4,3/3:4
long-lambda-expr,3,N/A
long-element-chain,1,3/3:1
string-concat-loop,0,N/A
use-a-generator,0,N/A
