timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-07-31_18-05-19,dask,no-self-use,70eba4d1,original,30,0.78,0.0,16.0
2025-07-31_19-39-48,dask,no-self-use,70eba4d1,original,30,9.82,0.0,16.0
