timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-13_19-35-59,synth,long-message-chain,b434f086,original,30,559.61,0.0,15.9
2025-08-13_19-45-39,synth,long-message-chain,b434f086,refactored,30,580.66,0.0,15.9
