timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-13_18-22-26,synth,long-lambda-expr,c7496f4f,original,30,564.15,0.0,15.9
2025-08-13_18-31-46,synth,long-lambda-expr,c7496f4f,refactored,30,559.81,0.0,15.9
