timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-07-28_13-35-14,scipy,long-message-chain,ff234213,original,30,1015.32,0.0,16.4
2025-07-28_13-52-09,scipy,long-message-chain,ff234213,original,30,1015.69,0.0,16.4
2025-07-28_14-10-32,scipy,long-message-chain,ff234213,original,30,1102.47,0.0,16.4
2025-07-28_14-28-44,scipy,long-message-chain,ff234213,original,30,1092.24,0.0,16.4
2025-07-28_14-46-40,scipy,long-message-chain,ff234213,original,30,1075.41,0.0,16.4
2025-07-28_15-03-53,scipy,long-message-chain,ff234213,original,30,1032.90,0.0,16.4
2025-07-28_15-21-04,scipy,long-message-chain,ff234213,original,30,1030.74,0.0,16.4
2025-07-28_15-38-18,scipy,long-message-chain,ff234213,original,30,1033.90,0.0,16.4
2025-07-28_15-55-06,scipy,long-message-chain,ff234213,original,30,1007.88,0.0,16.4
2025-07-28_16-12-51,scipy,long-message-chain,ff234213,original,30,1065.49,0.0,16.4
2025-07-28_16-29-59,scipy,long-message-chain,ff234213,original,30,1027.71,0.0,16.4
2025-07-28_16-47-35,scipy,long-message-chain,ff234213,original,30,1055.48,0.0,16.4
2025-07-28_17-05-28,scipy,long-message-chain,ff234213,original,30,1073.49,0.0,16.4
2025-07-28_17-22-38,scipy,long-message-chain,ff234213,original,30,1029.32,0.0,16.4
2025-07-28_17-40-26,scipy,long-message-chain,ff234213,original,30,1068.05,0.0,16.4
2025-07-28_17-57-50,scipy,long-message-chain,ff234213,refactored,30,1044.20,0.0,16.4
2025-07-28_18-14-46,scipy,long-message-chain,ff234213,refactored,30,1015.77,0.0,16.4
2025-07-28_18-32-04,scipy,long-message-chain,ff234213,refactored,30,1037.90,0.0,16.4
2025-07-28_18-49-24,scipy,long-message-chain,ff234213,refactored,30,1039.64,0.0,16.4
2025-07-28_19-07-41,scipy,long-message-chain,ff234213,refactored,30,1097.06,0.0,16.4
2025-07-28_19-25-18,scipy,long-message-chain,ff234213,refactored,30,1057.21,0.0,16.4
2025-07-28_19-43-03,scipy,long-message-chain,ff234213,refactored,30,1064.67,0.0,16.4
2025-07-28_20-00-06,scipy,long-message-chain,ff234213,refactored,30,1022.54,0.0,16.4
2025-07-28_20-16-54,scipy,long-message-chain,ff234213,refactored,30,1008.57,0.0,16.4
2025-07-28_20-33-55,scipy,long-message-chain,ff234213,refactored,30,1020.17,0.0,16.4
2025-07-28_20-50-10,scipy,long-message-chain,ff234213,refactored,30,975.77,0.0,16.4
2025-07-28_21-06-47,scipy,long-message-chain,ff234213,refactored,30,996.75,0.0,16.4
2025-07-28_21-23-20,scipy,long-message-chain,ff234213,refactored,30,992.43,10.0,16.4
2025-07-28_21-40-37,scipy,long-message-chain,ff234213,refactored,30,1037.57,0.0,16.4
2025-07-28_21-58-44,scipy,long-message-chain,ff234213,refactored,30,1086.36,0.0,16.4
