timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-07_16-43-46,django,long-message-chain,dfadbb34,original,30,497.20,0.0,16.2
2025-08-07_16-54-35,django,long-message-chain,dfadbb34,original,30,648.70,0.0,16.2
2025-08-07_17-05-22,django,long-message-chain,dfadbb34,refactored,30,646.32,0.0,16.2
2025-08-07_17-15-10,django,long-message-chain,dfadbb34,refactored,30,588.12,0.0,16.4
