timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-07_22-01-17,gpiozero,no-self-use,fc7e33d2,original,30,46.46,0.0,16.2
2025-08-07_22-02-03,gpiozero,no-self-use,fc7e33d2,original,30,46.44,0.0,16.2
2025-08-07_22-02-50,gpiozero,no-self-use,fc7e33d2,original,30,46.42,0.0,16.2
2025-08-07_22-03-36,gpiozero,no-self-use,fc7e33d2,original,30,46.36,0.0,16.2
2025-08-07_22-04-23,gpiozero,no-self-use,fc7e33d2,original,30,46.41,0.0,16.2
2025-08-07_22-05-09,gpiozero,no-self-use,fc7e33d2,original,30,46.47,0.0,16.2
2025-08-07_22-05-56,gpiozero,no-self-use,fc7e33d2,refactored,30,46.94,0.0,16.2
2025-08-07_22-06-42,gpiozero,no-self-use,fc7e33d2,refactored,30,45.64,0.0,16.2
2025-08-07_22-07-29,gpiozero,no-self-use,fc7e33d2,refactored,30,46.75,0.0,16.2
2025-08-07_22-08-16,gpiozero,no-self-use,fc7e33d2,refactored,30,46.69,0.0,16.2
2025-08-07_22-09-02,gpiozero,no-self-use,fc7e33d2,refactored,30,45.78,0.0,16.2
2025-08-07_22-09-49,gpiozero,no-self-use,fc7e33d2,refactored,30,46.80,0.0,16.2
2025-08-08_06-45-12,gpiozero,no-self-use,fc7e33d2,original,30,41.06,0.0,15.6
2025-08-08_06-45-55,gpiozero,no-self-use,fc7e33d2,refactored,30,42.66,0.0,15.6
2025-08-08_07-15-56,gpiozero,no-self-use,fc7e33d2,original,30,0.28,0.0,15.7
2025-08-08_07-15-56,gpiozero,no-self-use,fc7e33d2,refactored,30,0.28,0.0,15.7
2025-08-08_07-18-48,gpiozero,no-self-use,fc7e33d2,original,30,0.61,0.0,16.0
2025-08-08_07-19-10,gpiozero,no-self-use,fc7e33d2,original,30,0.35,0.0,15.9
2025-08-08_07-19-11,gpiozero,no-self-use,fc7e33d2,refactored,30,0.49,0.0,15.9
2025-08-08_07-24-41,gpiozero,no-self-use,fc7e33d2,original,30,42.07,0.0,15.9
2025-08-08_07-25-23,gpiozero,no-self-use,fc7e33d2,original,30,41.51,0.0,15.9
2025-08-08_07-26-04,gpiozero,no-self-use,fc7e33d2,original,30,41.11,0.0,15.9
2025-08-08_07-26-48,gpiozero,no-self-use,fc7e33d2,original,30,43.47,0.0,15.9
2025-08-08_07-27-30,gpiozero,no-self-use,fc7e33d2,original,30,42.45,0.0,15.9
2025-08-08_07-28-13,gpiozero,no-self-use,fc7e33d2,original,30,43.17,0.0,15.9
2025-08-08_07-28-58,gpiozero,no-self-use,fc7e33d2,refactored,30,44.52,0.0,15.9
2025-08-08_07-29-39,gpiozero,no-self-use,fc7e33d2,refactored,30,40.66,0.0,15.9
2025-08-08_07-30-20,gpiozero,no-self-use,fc7e33d2,refactored,30,41.56,0.0,15.9
2025-08-08_07-31-02,gpiozero,no-self-use,fc7e33d2,refactored,30,41.79,0.0,15.9
2025-08-08_07-31-43,gpiozero,no-self-use,fc7e33d2,refactored,30,40.69,0.0,15.9
