timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-13_19-55-09,synth,no-self-use,34a8d49c,original,30,569.04,0.0,15.9
2025-08-13_19-55-13,synth,no-self-use,34a8d49c,refactored,30,4.28,0.0,15.9
2025-08-13_19-55-17,synth,no-self-use,34a8d49c,refactored,30,4.28,0.0,15.9
2025-08-13_19-55-22,synth,no-self-use,34a8d49c,refactored,30,4.29,0.0,15.9
2025-08-13_19-55-26,synth,no-self-use,34a8d49c,refactored,30,4.28,0.0,15.9
2025-08-13_19-55-31,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-55-35,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-55-39,synth,no-self-use,34a8d49c,refactored,30,4.31,0.0,15.9
2025-08-13_19-55-44,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-55-48,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-55-53,synth,no-self-use,34a8d49c,refactored,30,4.31,0.0,15.9
2025-08-13_19-55-57,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-56-01,synth,no-self-use,34a8d49c,refactored,30,4.29,0.0,15.9
2025-08-13_19-56-06,synth,no-self-use,34a8d49c,refactored,30,4.32,0.0,15.9
2025-08-13_19-56-10,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-56-15,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-56-19,synth,no-self-use,34a8d49c,refactored,30,4.32,0.0,15.9
2025-08-13_19-56-23,synth,no-self-use,34a8d49c,refactored,30,4.29,0.0,15.9
2025-08-13_19-56-28,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-56-32,synth,no-self-use,34a8d49c,refactored,30,4.29,0.0,15.9
2025-08-13_19-56-37,synth,no-self-use,34a8d49c,refactored,30,4.29,0.0,15.9
2025-08-13_19-56-41,synth,no-self-use,34a8d49c,refactored,30,4.31,0.0,15.9
2025-08-13_19-56-45,synth,no-self-use,34a8d49c,refactored,30,4.29,0.0,15.9
2025-08-13_19-56-50,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-56-54,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-56-59,synth,no-self-use,34a8d49c,refactored,30,4.29,0.0,15.9
2025-08-13_19-57-03,synth,no-self-use,34a8d49c,refactored,30,4.31,0.0,15.9
2025-08-13_19-57-07,synth,no-self-use,34a8d49c,refactored,30,4.30,0.0,15.9
2025-08-13_19-57-12,synth,no-self-use,34a8d49c,refactored,30,4.29,0.0,15.9
2025-08-13_19-57-16,synth,no-self-use,34a8d49c,refactored,30,4.29,0.0,15.9
2025-08-13_19-57-21,synth,no-self-use,34a8d49c,refactored,30,4.28,0.0,15.9
