Smell Type,Total Count,Thresholds
TOTAL,234,N/A
no-self-use,114,N/A
too-many-arguments,100,"7/6:28, 8/6:14, 9/6:22, 14/6:5, 19/6:2, 10/6:7, 29/6:1, 16/6:1, 12/6:5, 11/6:7, 30/6:2, 13/6:3, 23/6:1, 17/6:1, 15/6:1"
long-message-chain,9,"3/3:8, 4/3:1"
cached-repeated-calls,8,3/2:8
long-element-chain,2,3/3:2
string-concat-loop,1,N/A
long-lambda-expr,0,N/A
use-a-generator,0,N/A
