Smell Type,Total Count,Thresholds
TOTAL,688,N/A
no-self-use,274,N/A
cached-repeated-calls,120,"3/2:60, 8/2:7, 7/2:2, 4/2:27, 9/2:2, 5/2:7, 6/2:11, 12/2:1, 14/2:1, 29/2:1, 15/2:1"
too-many-arguments,110,"7/6:60, 8/6:26, 9/6:9, 12/6:3, 11/6:3, 19/6:1, 10/6:6, 14/6:1, 13/6:1"
long-element-chain,68,"3/3:49, 4/3:19"
string-concat-loop,47,N/A
long-lambda-expr,34,N/A
long-message-chain,34,"3/3:23, 4/3:5, 10/3:1, 5/3:3, 66/3:1, 33/3:1"
use-a-generator,1,N/A
