Smell Type,Total Count,Thresholds
TOTAL,1180,N/A
too-many-arguments,390,"14/6:9, 9/6:55, 8/6:91, 10/6:25, 18/6:4, 7/6:112, 17/6:13, 11/6:21, 13/6:11, 12/6:11, 16/6:10, 15/6:8, 24/6:3, 19/6:3, 23/6:2, 20/6:5, 28/6:4, 22/6:1, 25/6:2"
no-self-use,327,N/A
cached-repeated-calls,256,"3/2:148, 5/2:20, 4/2:68, 9/2:4, 14/2:1, 34/2:2, 7/2:5, 20/2:2, 8/2:2, 6/2:2, 10/2:2"
long-message-chain,153,3/3:153
string-concat-loop,18,N/A
long-element-chain,17,3/3:17
long-lambda-expr,15,N/A
use-a-generator,4,N/A
