Smell Type,Total Count,Thresholds
TOTAL,555,N/A
too-many-arguments,346,"8/6:73, 10/6:47, 7/6:89, 9/6:50, 11/6:24, 18/6:4, 44/6:2, 15/6:5, 16/6:4, 19/6:2, 14/6:6, 12/6:7, 13/6:12, 17/6:9, 22/6:6, 20/6:3, 24/6:3"
no-self-use,84,N/A
cached-repeated-calls,69,"3/2:46, 7/2:4, 5/2:4, 4/2:13, 9/2:1, 6/2:1"
long-message-chain,42,"3/3:39, 5/3:1, 14/3:1, 4/3:1"
string-concat-loop,7,N/A
long-lambda-expr,6,N/A
long-element-chain,1,3/3:1
use-a-generator,0,N/A
