Smell Type,Total Count,Thresholds
TOTAL,443,N/A
long-message-chain,217,"4/3:62, 3/3:131, 6/3:7, 5/3:10, 7/3:2, 9/3:2, 10/3:1, 8/3:2"
too-many-arguments,101,"7/6:34, 8/6:15, 10/6:4, 19/6:1, 21/6:1, 9/6:12, 15/6:5, 11/6:11, 14/6:4, 13/6:5, 12/6:8, 20/6:1"
no-self-use,76,N/A
cached-repeated-calls,20,"8/2:3, 3/2:11, 5/2:2, 4/2:3, 6/2:1"
long-lambda-expr,16,N/A
long-element-chain,7,"3/3:5, 4/3:2"
string-concat-loop,5,N/A
use-a-generator,1,N/A
