Smell Type,Total Count,Thresholds
TOTAL,11,N/A
too-many-arguments,6,"11/6:1, 7/6:1, 49/6:1, 47/6:2, 12/6:1"
long-element-chain,2,3/3:2
cached-repeated-calls,1,3/2:1
long-message-chain,1,3/3:1
no-self-use,1,N/A
long-lambda-expr,0,N/A
string-concat-loop,0,N/A
use-a-generator,0,N/A
