Smell Type,Total Count,Thresholds
TOTAL,28,N/A
no-self-use,9,N/A
cached-repeated-calls,5,"3/2:2, 5/2:3"
too-many-arguments,5,"29/6:1, 10/6:2, 7/6:1, 8/6:1"
long-message-chain,4,"3/3:3, 4/3:1"
string-concat-loop,3,N/A
long-element-chain,2,3/3:2
long-lambda-expr,0,N/A
use-a-generator,0,N/A
