Smell Type,Total Count,Thresholds
TOTAL,4721,N/A
no-self-use,1693,N/A
too-many-arguments,1166,"8/6:227, 23/6:6, 7/6:471, 11/6:56, 9/6:157, 10/6:105, 13/6:22, 55/6:1, 12/6:36, 15/6:15, 17/6:21, 16/6:10, 18/6:7, 14/6:13, 21/6:6, 19/6:4, 22/6:3, 20/6:5, 27/6:1"
cached-repeated-calls,739,"4/2:187, 3/2:450, 14/2:4, 18/2:2, 11/2:6, 15/2:1, 6/2:26, 7/2:11, 5/2:37, 10/2:2, 9/2:4, 17/2:1, 16/2:1, 8/2:3, 13/2:1, 12/2:2, 31/2:1"
long-message-chain,681,"3/3:622, 5/3:7, 4/3:45, 6/3:4, 7/3:3"
long-element-chain,234,"3/3:213, 4/3:20, 5/3:1"
long-lambda-expr,154,N/A
string-concat-loop,34,N/A
use-a-generator,20,N/A
