Smell Type,Total Count,Thresholds
TOTAL,45,N/A
no-self-use,20,N/A
too-many-arguments,10,"7/6:1, 11/6:1, 12/6:2, 10/6:2, 8/6:2, 9/6:2"
long-element-chain,8,3/3:8
cached-repeated-calls,7,"6/2:2, 3/2:2, 9/2:1, 4/2:1, 11/2:1"
long-lambda-expr,0,N/A
long-message-chain,0,N/A
string-concat-loop,0,N/A
use-a-generator,0,N/A
