Smell Type,Total Count,Thresholds
TOTAL,3441,N/A
too-many-arguments,1316,"8/6:284, 7/6:405, 12/6:68, 9/6:145, 11/6:89, 15/6:35, 21/6:3, 29/6:1, 14/6:55, 13/6:51, 10/6:113, 32/6:1, 28/6:2, 24/6:1, 27/6:2, 55/6:1, 16/6:21, 19/6:8, 18/6:7, 23/6:3, 17/6:14, 22/6:3, 50/6:1, 20/6:2, 25/6:1"
no-self-use,860,N/A
cached-repeated-calls,448,"4/2:78, 3/2:302, 5/2:35, 15/2:1, 12/2:1, 6/2:19, 7/2:6, 8/2:3, 9/2:3"
long-message-chain,366,"3/3:250, 5/3:32, 4/3:55, 13/3:2, 8/3:10, 6/3:12, 12/3:4, 11/3:1"
long-lambda-expr,314,N/A
string-concat-loop,93,N/A
long-element-chain,44,"3/3:33, 4/3:9, 5/3:1, 6/3:1"
use-a-generator,0,N/A
