Smell Type,Total Count,Thresholds
TOTAL,615,N/A
too-many-arguments,314,"7/6:108, 8/6:52, 10/6:17, 12/6:20, 9/6:51, 21/6:1, 11/6:15, 13/6:6, 16/6:6, 14/6:5, 23/6:3, 22/6:3, 18/6:1, 15/6:9, 19/6:3, 24/6:1, 17/6:8, 30/6:2, 20/6:2, 38/6:1"
no-self-use,158,N/A
long-message-chain,82,"3/3:70, 4/3:6, 5/3:4, 6/3:2"
cached-repeated-calls,45,"3/2:31, 4/2:6, 8/2:1, 9/2:1, 6/2:3, 5/2:3"
long-element-chain,6,3/3:6
long-lambda-expr,6,N/A
string-concat-loop,3,N/A
use-a-generator,1,N/A
