timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-06_22-00-57,paho.mqtt.python,string-concat-loop,cbf43c4b,original,30,48.51,0.0,16.2
2025-08-06_22-01-47,paho.mqtt.python,string-concat-loop,cbf43c4b,refactored,30,50.18,0.0,16.2
