Smell Type,Total Count,Thresholds
TOTAL,95,N/A
too-many-arguments,94,"7/6:13, 11/6:17, 10/6:13, 13/6:5, 14/6:4, 9/6:10, 15/6:7, 8/6:16, 12/6:4, 25/6:1, 17/6:2, 19/6:2"
long-message-chain,1,3/3:1
long-element-chain,0,N/A
long-lambda-expr,0,N/A
no-self-use,0,N/A
string-concat-loop,0,N/A
use-a-generator,0,N/A
