Smell Type,Total Count,Thresholds
TOTAL,30,N/A
no-self-use,20,N/A
too-many-arguments,10,"12/6:2, 9/6:2, 10/6:2, 8/6:2, 11/6:1, 7/6:1"
long-element-chain,0,N/A
long-lambda-expr,0,N/A
long-message-chain,0,N/A
string-concat-loop,0,N/A
use-a-generator,0,N/A
