Smell Type,Total Count,Thresholds
TOTAL,36,N/A
too-many-arguments,18,"7/6:8, 10/6:2, 8/6:3, 9/6:2, 13/6:1, 15/6:1, 12/6:1"
no-self-use,17,N/A
long-message-chain,1,3/3:1
long-element-chain,0,N/A
long-lambda-expr,0,N/A
string-concat-loop,0,N/A
use-a-generator,0,N/A
