Smell Type,Total Count,Thresholds
TOTAL,909,N/A
too-many-arguments,386,"14/6:5, 7/6:158, 8/6:77, 9/6:56, 10/6:33, 15/6:4, 16/6:2, 11/6:22, 12/6:13, 13/6:10, 17/6:4, 18/6:1, 20/6:1"
no-self-use,375,N/A
long-message-chain,64,"3/3:61, 4/3:3"
long-lambda-expr,29,N/A
string-concat-loop,28,N/A
long-element-chain,20,"3/3:19, 4/3:1"
use-a-generator,7,N/A
