Smell Type,Total Count,Thresholds
TOTAL,224,N/A
too-many-arguments,150,"7/6:56, 8/6:29, 9/6:24, 13/6:7, 10/6:17, 12/6:3, 11/6:8, 14/6:4, 17/6:2"
no-self-use,27,N/A
long-message-chain,24,3/3:24
string-concat-loop,8,N/A
long-element-chain,7,"3/3:5, 4/3:2"
use-a-generator,7,N/A
long-lambda-expr,1,N/A
