Smell Type,Total Count,Thresholds
TOTAL,15,N/A
no-self-use,7,N/A
too-many-arguments,6,"7/6:2, 9/6:1, 11/6:2, 17/6:1"
cached-repeated-calls,2,"4/2:1, 3/2:1"
long-element-chain,0,N/A
long-lambda-expr,0,N/A
long-message-chain,0,N/A
string-concat-loop,0,N/A
use-a-generator,0,N/A
