Smell Type,Total Count,Thresholds
TOTAL,28,N/A
no-self-use,20,N/A
too-many-arguments,8,"8/6:5, 7/6:2, 17/6:1"
long-element-chain,0,N/A
long-lambda-expr,0,N/A
long-message-chain,0,N/A
string-concat-loop,0,N/A
use-a-generator,0,N/A
