Smell Type,Total Count,Thresholds
TOTAL,725,N/A
no-self-use,469,N/A
too-many-arguments,139,"7/6:57, 11/6:11, 8/6:26, 9/6:17, 10/6:11, 12/6:5, 14/6:2, 15/6:2, 25/6:2, 23/6:1, 13/6:2, 21/6:1, 16/6:1, 18/6:1"
long-message-chain,48,"3/3:42, 4/3:3, 5/3:3"
cached-repeated-calls,45,"3/2:32, 5/2:1, 4/2:6, 9/2:1, 6/2:4, 10/2:1"
long-element-chain,10,3/3:10
string-concat-loop,9,N/A
long-lambda-expr,3,N/A
use-a-generator,2,N/A
