Smell Type,Total Count,Thresholds
TOTAL,1154,N/A
too-many-arguments,604,"7/6:190, 10/6:51, 8/6:135, 9/6:90, 11/6:32, 13/6:15, 22/6:2, 12/6:30, 19/6:3, 14/6:12, 15/6:13, 23/6:7, 16/6:6, 25/6:2, 18/6:4, 17/6:8, 20/6:1, 21/6:2, 26/6:1"
no-self-use,251,N/A
cached-repeated-calls,176,"4/2:40, 3/2:110, 9/2:1, 119/2:1, 16/2:1, 6/2:9, 5/2:5, 7/2:3, 723/2:1, 366/2:1, 13/2:1, 11/2:1, 31/2:1, 32/2:1"
long-lambda-expr,47,N/A
long-message-chain,28,"3/3:25, 4/3:3"
string-concat-loop,24,N/A
long-element-chain,14,"3/3:13, 4/3:1"
use-a-generator,10,N/A
