timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-12_05-50-01,synth,too-many-arguments,ad943db7,original,30,168.69,0.0,15.6
2025-08-12_05-50-02,synth,too-many-arguments,ad943db7,refactored,30,0.95,0.0,15.6
2025-08-12_12-35-52,synth,too-many-arguments,ad943db7,original,30,130.93,0.0,15.7
2025-08-12_12-35-53,synth,too-many-arguments,ad943db7,refactored,30,0.56,0.0,15.7
2025-08-12_13-04-21,synth,too-many-arguments,ad943db7,original,30,169.20,0.0,15.6
2025-08-12_13-07-10,synth,too-many-arguments,ad943db7,original,30,168.60,0.0,15.6
2025-08-12_13-09-58,synth,too-many-arguments,ad943db7,refactored,30,167.84,0.0,15.6
2025-08-12_13-30-36,synth,too-many-arguments,ad943db7,original,30,131.34,0.0,15.6
2025-08-12_13-32-48,synth,too-many-arguments,ad943db7,original,30,132.23,0.0,15.6
2025-08-12_13-35-01,synth,too-many-arguments,ad943db7,refactored,30,132.25,0.0,15.7
