Smell Type,Total Count,Thresholds
TOTAL,575,N/A
long-message-chain,310,"3/3:262, 4/3:47, 5/3:1"
too-many-arguments,169,"8/6:18, 7/6:27, 15/6:31, 17/6:8, 13/6:15, 9/6:9, 12/6:16, 16/6:7, 11/6:17, 10/6:9, 14/6:11, 18/6:1"
no-self-use,50,N/A
cached-repeated-calls,27,"5/2:4, 3/2:17, 4/2:4, 6/2:1, 8/2:1"
long-lambda-expr,18,N/A
long-element-chain,1,3/3:1
string-concat-loop,0,N/A
use-a-generator,0,N/A
