Smell Type,Total Count,Thresholds
TOTAL,1134,N/A
too-many-arguments,494,"8/6:89, 10/6:50, 13/6:24, 11/6:27, 9/6:61, 12/6:33, 22/6:9, 7/6:122, 21/6:5, 18/6:6, 16/6:20, 14/6:14, 25/6:3, 20/6:5, 17/6:11, 15/6:10, 24/6:2, 19/6:3"
cached-repeated-calls,230,"3/2:135, 5/2:27, 4/2:54, 6/2:6, 7/2:5, 10/2:1, 9/2:2"
long-message-chain,176,"3/3:156, 4/3:13, 8/3:2, 6/3:2, 11/3:1, 9/3:1, 5/3:1"
no-self-use,173,N/A
use-a-generator,28,N/A
long-lambda-expr,15,N/A
long-element-chain,10,3/3:10
string-concat-loop,8,N/A
