Smell Type,Total Count,Thresholds
TOTAL,244,N/A
no-self-use,117,N/A
too-many-arguments,107,"9/6:24, 8/6:16, 14/6:5, 19/6:2, 7/6:30, 10/6:7, 12/6:6, 30/6:2, 11/6:7, 15/6:1, 17/6:1, 13/6:3, 23/6:1, 29/6:1, 16/6:1"
long-message-chain,9,"4/3:1, 3/3:8"
cached-repeated-calls,8,3/2:8
long-element-chain,2,3/3:2
string-concat-loop,1,N/A
long-lambda-expr,0,N/A
use-a-generator,0,N/A
