Smell Type,Total Count,Thresholds
TOTAL,3713,N/A
no-self-use,1200,N/A
cached-repeated-calls,747,"3/2:454, 14/2:4, 7/2:12, 11/2:6, 6/2:27, 18/2:2, 4/2:186, 5/2:40, 9/2:4, 13/2:1, 31/2:1, 17/2:1, 8/2:3, 15/2:1, 12/2:2, 10/2:2, 16/2:1"
long-message-chain,701,"3/3:641, 7/3:3, 4/3:47, 5/3:6, 6/3:4"
too-many-arguments,632,"7/6:276, 11/6:31, 8/6:129, 10/6:54, 9/6:91, 14/6:6, 12/6:19, 13/6:13, 15/6:4, 17/6:4, 20/6:1, 18/6:1, 16/6:3"
long-element-chain,225,"3/3:205, 4/3:19, 5/3:1"
long-lambda-expr,165,N/A
string-concat-loop,31,N/A
use-a-generator,12,N/A
