timestamp,repo,smell_type,smell_id,run_type,iters,elapsed_sec,avg_cpu_percent,peak_memory_mb
2025-08-06_20-16-16,scikit-learn,long-message-chain,5f1cf174,original,30,1.14,0.0,15.9
2025-08-06_20-16-17,scikit-learn,long-message-chain,5f1cf174,refactored,30,1.13,10.0,15.9
